Date,Time,date_time,air_temp,wind_direction,wind_speed,wind_gust
,,,Fahrenheit,Degrees,Miles/hour,Miles/hour
12/07/24,15:51,12/07/24-15:51,62.96,270,12.66,
12/07/24,14:51,12/07/24-14:51,66.02,260,13.81,
12/07/24,13:51,12/07/24-13:51,75.92,290,10.36,
12/07/24,12:51,12/07/24-12:51,77,300,10.36,
12/07/24,11:51,12/07/24-11:51,75.92,300,10.36,
12/07/24,10:51,12/07/24-10:51,80.06,,3.45,
12/07/24,09:51,12/07/24-09:51,75.02,20,6.91,
12/07/24,08:51,12/07/24-08:51,68,30,6.91,
12/07/24,07:51,12/07/24-07:51,57.92,0,0,
12/07/24,06:51,12/07/24-06:51,57.02,20,5.75,
12/07/24,05:51,12/07/24-05:51,60.08,40,6.91,
12/07/24,04:51,12/07/24-04:51,59,50,5.75,
12/07/24,03:51,12/07/24-03:51,62.06,40,11.51,
12/07/24,02:51,12/07/24-02:51,60.98,50,10.36,
12/07/24,01:51,12/07/24-01:51,62.96,30,10.36,
12/07/24,00:51,12/07/24-00:51,62.06,60,6.91,
12/06/24,23:51,12/06/24-23:51,60.08,40,9.21,
12/06/24,22:51,12/06/24-22:51,57.92,50,10.36,
12/06/24,21:51,12/06/24-21:51,55.04,0,0,
12/06/24,20:51,12/06/24-20:51,53.96,40,3.45,
12/06/24,19:51,12/06/24-19:51,57.02,250,3.45,
12/06/24,18:51,12/06/24-18:51,55.04,280,6.91,
12/06/24,17:51,12/06/24-17:51,59,290,3.45,
12/06/24,16:51,12/06/24-16:51,60.08,270,9.21,
12/06/24,15:51,12/06/24-15:51,66.02,280,12.66,
12/06/24,14:51,12/06/24-14:51,73.04,280,8.06,
12/06/24,13:51,12/06/24-13:51,71.96,290,10.36,
12/06/24,12:51,12/06/24-12:51,71.96,300,6.91,
12/06/24,11:51,12/06/24-11:51,68,300,6.91,
12/06/24,10:51,12/06/24-10:51,68,290,6.91,
12/06/24,09:51,12/06/24-09:51,62.06,290,9.21,
12/06/24,08:51,12/06/24-08:51,57.92,320,4.6,
12/06/24,08:19,12/06/24-08:19,53.06,,3.45,
12/06/24,08:08,12/06/24-08:08,50,290,3.45,
12/06/24,07:51,12/06/24-07:51,50,0,0,
12/06/24,06:51,12/06/24-06:51,46.04,0,0,
12/06/24,05:51,12/06/24-05:51,44.96,290,5.75,
12/06/24,05:01,12/06/24-05:01,46.04,0,0,
12/06/24,04:51,12/06/24-04:51,44.96,0,0,
12/06/24,04:47,12/06/24-04:47,44.6,270,3.45,
12/06/24,03:58,12/06/24-03:58,46.04,70,4.6,
12/06/24,03:55,12/06/24-03:55,46.4,70,4.6,
12/06/24,03:51,12/06/24-03:51,46.94,70,4.6,
12/06/24,03:10,12/06/24-03:10,48.2,0,0,
12/06/24,02:51,12/06/24-02:51,50,0,0,
12/06/24,01:51,12/06/24-01:51,51.08,0,0,
12/05/24,22:56,12/05/24-22:56,51.98,150,3.45,
12/05/24,22:51,12/05/24-22:51,50,130,3.45,
12/05/24,22:43,12/05/24-22:43,50,0,0,
12/05/24,21:51,12/05/24-21:51,50,180,3.45,
12/05/24,20:51,12/05/24-20:51,50,60,3.45,
12/05/24,20:46,12/05/24-20:46,50,0,0,
12/05/24,20:23,12/05/24-20:23,51.08,330,3.45,
12/05/24,20:07,12/05/24-20:07,51.08,30,3.45,
12/05/24,19:51,12/05/24-19:51,51.08,0,0,
12/05/24,18:51,12/05/24-18:51,53.06,0,0,
12/05/24,17:51,12/05/24-17:51,53.06,0,0,
12/05/24,16:51,12/05/24-16:51,55.94,0,0,
12/05/24,16:30,12/05/24-16:30,55.4,240,6.91,
12/05/24,15:51,12/05/24-15:51,57.92,240,9.21,
12/05/24,14:51,12/05/24-14:51,60.98,0,0,
12/05/24,13:51,12/05/24-13:51,57.02,0,0,
12/05/24,13:31,12/05/24-13:31,57.02,160,3.45,
12/05/24,12:51,12/05/24-12:51,55.04,260,9.21,
12/05/24,11:51,12/05/24-11:51,57.02,260,8.06,
12/05/24,10:51,12/05/24-10:51,55.94,230,3.45,
12/05/24,09:30,12/05/24-09:30,50,120,3.45,
12/05/24,09:02,12/05/24-09:02,50,270,4.6,
12/05/24,08:51,12/05/24-08:51,50,270,5.75,
12/05/24,08:25,12/05/24-08:25,48.2,260,8.06,
12/05/24,07:51,12/05/24-07:51,48.02,70,4.6,
12/05/24,07:43,12/05/24-07:43,48.02,60,6.91,
12/05/24,07:35,12/05/24-07:35,48.2,50,6.91,
12/05/24,07:23,12/05/24-07:23,48.02,50,4.6,
12/05/24,07:11,12/05/24-07:11,48.02,70,4.6,
12/05/24,06:51,12/05/24-06:51,46.04,90,3.45,
12/05/24,06:36,12/05/24-06:36,46.04,80,4.6,
12/05/24,06:22,12/05/24-06:22,46.04,60,4.6,
12/05/24,05:51,12/05/24-05:51,46.04,80,6.91,
12/05/24,05:40,12/05/24-05:40,46.4,90,5.75,
12/05/24,05:17,12/05/24-05:17,46.04,0,0,
12/05/24,05:12,12/05/24-05:12,46.04,290,3.45,
12/05/24,04:57,12/05/24-04:57,48.02,0,0,
12/05/24,04:51,12/05/24-04:51,48.02,340,3.45,
12/05/24,04:43,12/05/24-04:43,48.02,10,3.45,
12/05/24,04:18,12/05/24-04:18,48.92,0,0,
12/05/24,03:51,12/05/24-03:51,50,20,3.45,
12/05/24,03:25,12/05/24-03:25,50,0,0,
12/05/24,03:09,12/05/24-03:09,51.08,0,0,
12/05/24,03:04,12/05/24-03:04,51.08,30,3.45,
12/05/24,02:51,12/05/24-02:51,51.08,30,3.45,
12/05/24,02:30,12/05/24-02:30,51.8,0,0,
12/05/24,01:51,12/05/24-01:51,50,0,0,
12/05/24,01:05,12/05/24-01:05,46.4,0,0,
12/05/24,00:51,12/05/24-00:51,46.94,70,3.45,
12/05/24,00:21,12/05/24-00:21,48.02,0,0,
12/04/24,23:51,12/04/24-23:51,48.02,310,4.6,
12/04/24,22:51,12/04/24-22:51,50,40,3.45,
12/04/24,22:10,12/04/24-22:10,50,0,0,
12/04/24,21:51,12/04/24-21:51,51.08,20,3.45,
12/04/24,21:38,12/04/24-21:38,51.08,0,0,
12/04/24,21:10,12/04/24-21:10,51.8,40,3.45,
12/04/24,20:51,12/04/24-20:51,53.06,0,0,
12/04/24,20:14,12/04/24-20:14,53.06,0,0,
12/04/24,20:07,12/04/24-20:07,53.96,0,0,
12/04/24,19:51,12/04/24-19:51,53.96,0,0,
12/04/24,18:51,12/04/24-18:51,55.04,340,3.45,
12/04/24,18:03,12/04/24-18:03,55.04,270,6.91,
12/04/24,17:51,12/04/24-17:51,55.94,280,6.91,
12/04/24,16:51,12/04/24-16:51,55.94,290,5.75,
12/04/24,16:30,12/04/24-16:30,55.4,260,4.6,
12/04/24,15:51,12/04/24-15:51,55.94,240,6.91,
12/04/24,14:51,12/04/24-14:51,57.02,260,6.91,
12/04/24,14:32,12/04/24-14:32,57.02,270,6.91,
12/04/24,13:51,12/04/24-13:51,57.92,260,9.21,
12/04/24,13:13,12/04/24-13:13,57.92,250,10.36,
12/04/24,12:51,12/04/24-12:51,59,250,10.36,
12/04/24,11:51,12/04/24-11:51,57.92,220,6.91,
12/04/24,10:51,12/04/24-10:51,57.92,0,0,
12/04/24,10:42,12/04/24-10:42,59,,3.45,
12/04/24,09:51,12/04/24-09:51,55.04,0,0,
12/04/24,08:51,12/04/24-08:51,51.08,60,3.45,
12/04/24,08:27,12/04/24-08:27,50,40,3.45,
12/04/24,07:51,12/04/24-07:51,48.92,0,0,
12/04/24,06:51,12/04/24-06:51,48.92,10,3.45,
12/04/24,05:51,12/04/24-05:51,48.92,50,3.45,
12/04/24,04:51,12/04/24-04:51,48.02,50,3.45,
12/04/24,03:51,12/04/24-03:51,48.02,30,4.6,
12/04/24,02:51,12/04/24-02:51,48.02,50,3.45,
12/04/24,02:44,12/04/24-02:44,46.94,70,3.45,
12/04/24,02:36,12/04/24-02:36,46.94,60,3.45,
12/04/24,01:51,12/04/24-01:51,48.02,100,3.45,
12/04/24,00:51,12/04/24-00:51,48.02,70,3.45,
12/03/24,23:51,12/03/24-23:51,48.02,50,4.6,
12/03/24,22:51,12/03/24-22:51,50,0,0,
12/03/24,21:51,12/03/24-21:51,50,40,3.45,
12/03/24,20:51,12/03/24-20:51,51.98,20,3.45,
12/03/24,19:51,12/03/24-19:51,53.06,0,0,
12/03/24,19:27,12/03/24-19:27,53.06,0,0,
12/03/24,18:51,12/03/24-18:51,55.04,310,4.6,
12/03/24,18:08,12/03/24-18:08,53.96,0,0,
12/03/24,17:51,12/03/24-17:51,53.96,0,0,
12/03/24,16:51,12/03/24-16:51,55.04,280,5.75,
12/03/24,15:51,12/03/24-15:51,59,270,6.91,
12/03/24,14:51,12/03/24-14:51,60.98,250,5.75,
12/03/24,13:51,12/03/24-13:51,60.98,250,8.06,
12/03/24,12:51,12/03/24-12:51,62.06,210,8.06,
12/03/24,11:51,12/03/24-11:51,60.98,200,4.6,
12/03/24,10:51,12/03/24-10:51,59,,3.45,
12/03/24,09:51,12/03/24-09:51,53.06,,3.45,
12/03/24,09:45,12/03/24-09:45,53.6,160,3.45,
12/03/24,09:34,12/03/24-09:34,51.98,140,3.45,
12/03/24,09:20,12/03/24-09:20,51.8,0,0,
12/03/24,09:02,12/03/24-09:02,51.08,90,3.45,
12/03/24,08:51,12/03/24-08:51,50,70,3.45,
12/03/24,08:23,12/03/24-08:23,48.02,50,3.45,
12/03/24,08:16,12/03/24-08:16,48.92,60,4.6,
12/03/24,07:51,12/03/24-07:51,48.92,60,3.45,
12/03/24,07:32,12/03/24-07:32,48.92,0,0,
12/03/24,06:51,12/03/24-06:51,48.92,70,4.6,
12/03/24,06:40,12/03/24-06:40,50,60,5.75,
12/03/24,06:24,12/03/24-06:24,50,50,4.6,
12/03/24,05:51,12/03/24-05:51,50,70,4.6,
12/03/24,05:29,12/03/24-05:29,50,50,5.75,
12/03/24,04:51,12/03/24-04:51,51.08,60,3.45,
12/03/24,04:02,12/03/24-04:02,50,0,0,
12/03/24,03:51,12/03/24-03:51,50,0,0,
12/03/24,03:38,12/03/24-03:38,50,0,0,
12/03/24,03:22,12/03/24-03:22,50,0,0,
12/03/24,02:51,12/03/24-02:51,48.92,80,3.45,
12/03/24,02:46,12/03/24-02:46,48.2,0,0,
12/03/24,02:37,12/03/24-02:37,46.94,70,3.45,
12/03/24,01:51,12/03/24-01:51,48.02,0,0,
12/03/24,00:51,12/03/24-00:51,48.92,80,3.45,
12/02/24,23:51,12/02/24-23:51,48.02,90,3.45,
12/02/24,22:51,12/02/24-22:51,50,0,0,
12/02/24,21:51,12/02/24-21:51,48.92,310,4.6,
12/02/24,20:51,12/02/24-20:51,51.98,0,0,
12/02/24,19:51,12/02/24-19:51,55.04,0,0,
12/02/24,18:51,12/02/24-18:51,53.96,0,0,
12/02/24,17:51,12/02/24-17:51,55.94,0,0,
12/02/24,17:17,12/02/24-17:17,55.94,0,0,
12/02/24,17:10,12/02/24-17:10,55.4,0,0,
12/02/24,16:51,12/02/24-16:51,55.94,0,0,
12/02/24,16:12,12/02/24-16:12,57.02,290,6.91,
12/02/24,15:56,12/02/24-15:56,55.94,290,6.91,
12/02/24,15:51,12/02/24-15:51,55.94,290,8.06,
12/02/24,15:45,12/02/24-15:45,55.4,300,6.91,
12/02/24,15:14,12/02/24-15:14,57.92,280,10.36,
12/02/24,14:51,12/02/24-14:51,60.98,260,11.51,
12/02/24,13:51,12/02/24-13:51,62.06,240,10.36,
12/02/24,12:51,12/02/24-12:51,64.94,250,8.06,
12/02/24,11:51,12/02/24-11:51,66.92,,5.75,
12/02/24,10:51,12/02/24-10:51,64.94,,4.6,
12/02/24,09:51,12/02/24-09:51,60.08,0,0,
12/02/24,08:51,12/02/24-08:51,57.02,320,3.45,
12/02/24,07:51,12/02/24-07:51,53.06,360,3.45,
12/02/24,06:51,12/02/24-06:51,46.94,50,3.45,
12/02/24,05:51,12/02/24-05:51,46.94,0,0,
12/02/24,04:51,12/02/24-04:51,46.04,60,3.45,
12/02/24,03:51,12/02/24-03:51,48.92,0,0,
12/02/24,02:51,12/02/24-02:51,44.96,0,0,
12/02/24,01:51,12/02/24-01:51,48.92,0,0,
12/02/24,00:51,12/02/24-00:51,50,70,3.45,
12/01/24,23:51,12/01/24-23:51,51.98,20,6.91,
12/01/24,22:51,12/01/24-22:51,55.04,0,0,
12/01/24,21:51,12/01/24-21:51,50,320,4.6,
12/01/24,20:51,12/01/24-20:51,53.06,50,3.45,
12/01/24,19:51,12/01/24-19:51,55.04,40,3.45,
12/01/24,18:51,12/01/24-18:51,55.94,0,0,
12/01/24,17:51,12/01/24-17:51,59,0,0,
12/01/24,16:51,12/01/24-16:51,57.92,270,5.75,
12/01/24,15:51,12/01/24-15:51,62.96,270,9.21,
12/01/24,14:51,12/01/24-14:51,66.02,290,8.06,
12/01/24,13:51,12/01/24-13:51,66.92,230,6.91,
12/01/24,12:51,12/01/24-12:51,68,260,8.06,
12/01/24,11:51,12/01/24-11:51,68,240,5.75,
12/01/24,10:51,12/01/24-10:51,66.92,250,8.06,
12/01/24,09:51,12/01/24-09:51,64.04,230,4.6,
12/01/24,08:51,12/01/24-08:51,62.06,270,3.45,
12/01/24,07:51,12/01/24-07:51,57.92,0,0,
12/01/24,06:51,12/01/24-06:51,53.96,110,3.45,
12/01/24,05:51,12/01/24-05:51,53.06,0,0,
12/01/24,04:51,12/01/24-04:51,53.96,80,4.6,
12/01/24,03:51,12/01/24-03:51,57.92,0,0,
12/01/24,02:51,12/01/24-02:51,59,0,0,
12/01/24,01:51,12/01/24-01:51,57.92,190,4.6,
12/01/24,00:51,12/01/24-00:51,57.92,0,0,
11/30/24,23:51,11/30/24-23:51,60.98,0,0,
11/30/24,22:51,11/30/24-22:51,60.98,0,0,
11/30/24,21:51,11/30/24-21:51,60.08,30,3.45,
11/30/24,20:51,11/30/24-20:51,59,0,0,
11/30/24,19:51,11/30/24-19:51,57.92,0,0,
11/30/24,18:51,11/30/24-18:51,57.92,0,0,
11/30/24,17:51,11/30/24-17:51,62.06,240,6.91,
11/30/24,16:51,11/30/24-16:51,62.06,270,4.6,
11/30/24,15:51,11/30/24-15:51,66.92,0,0,
11/30/24,14:51,11/30/24-14:51,66.92,290,3.45,
11/30/24,13:51,11/30/24-13:51,66.92,290,5.75,
11/30/24,12:51,11/30/24-12:51,66.02,290,9.21,
11/30/24,11:51,11/30/24-11:51,69.08,280,11.51,
11/30/24,10:51,11/30/24-10:51,69.98,270,8.06,
11/30/24,09:51,11/30/24-09:51,73.04,320,4.6,
11/30/24,08:51,11/30/24-08:51,69.98,70,6.91,
11/30/24,07:51,11/30/24-07:51,62.06,60,8.06,
11/30/24,06:51,11/30/24-06:51,57.92,50,6.91,
11/30/24,05:51,11/30/24-05:51,57.92,40,5.75,
11/30/24,04:51,11/30/24-04:51,57.92,50,5.75,
11/30/24,03:51,11/30/24-03:51,60.08,40,8.06,
11/30/24,02:51,11/30/24-02:51,60.08,40,9.21,
11/30/24,01:51,11/30/24-01:51,60.08,10,5.75,
11/30/24,00:51,11/30/24-00:51,59,30,5.75,
11/29/24,23:51,11/29/24-23:51,60.08,40,6.91,
11/29/24,22:51,11/29/24-22:51,59,40,5.75,
11/29/24,21:51,11/29/24-21:51,60.08,30,6.91,
11/29/24,20:51,11/29/24-20:51,60.98,30,8.06,
11/29/24,19:51,11/29/24-19:51,62.06,260,4.6,
11/29/24,18:51,11/29/24-18:51,62.06,30,6.91,
11/29/24,17:51,11/29/24-17:51,64.04,360,5.75,
11/29/24,16:51,11/29/24-16:51,66.02,0,0,
11/29/24,15:51,11/29/24-15:51,69.98,20,5.75,
11/29/24,14:51,11/29/24-14:51,71.06,320,3.45,
11/29/24,13:51,11/29/24-13:51,68,280,8.06,
11/29/24,12:51,11/29/24-12:51,71.06,80,8.06,
11/29/24,11:51,11/29/24-11:51,69.98,110,8.06,
11/29/24,10:51,11/29/24-10:51,69.08,90,5.75,
11/29/24,09:51,11/29/24-09:51,64.94,50,4.6,
11/29/24,08:51,11/29/24-08:51,62.06,60,4.6,
11/29/24,07:51,11/29/24-07:51,59,30,3.45,
11/29/24,06:51,11/29/24-06:51,57.92,30,5.75,
11/29/24,05:51,11/29/24-05:51,57.02,40,10.36,
11/29/24,04:51,11/29/24-04:51,57.02,40,9.21,
11/29/24,03:51,11/29/24-03:51,55.94,20,8.06,
11/29/24,02:51,11/29/24-02:51,55.94,40,4.6,
11/29/24,01:51,11/29/24-01:51,59,30,4.6,
11/29/24,00:51,11/29/24-00:51,55.04,0,0,
11/28/24,23:51,11/28/24-23:51,53.96,50,3.45,
11/28/24,22:51,11/28/24-22:51,53.96,30,3.45,
11/28/24,21:51,11/28/24-21:51,53.96,50,5.75,
11/28/24,20:51,11/28/24-20:51,53.96,30,6.91,
11/28/24,19:51,11/28/24-19:51,55.94,0,0,
11/28/24,18:51,11/28/24-18:51,57.02,270,9.21,
11/28/24,17:51,11/28/24-17:51,57.92,260,6.91,
11/28/24,16:51,11/28/24-16:51,59,280,9.21,
11/28/24,15:51,11/28/24-15:51,64.04,270,10.36,
11/28/24,14:51,11/28/24-14:51,66.02,280,11.51,
11/28/24,13:51,11/28/24-13:51,73.94,60,10.36,21.86
11/28/24,12:51,11/28/24-12:51,75.02,50,18.41,27.62
11/28/24,11:51,11/28/24-11:51,73.04,70,14.96,31.07
11/28/24,10:51,11/28/24-10:51,71.96,70,16.11,29.92
11/28/24,09:51,11/28/24-09:51,69.08,80,17.26,33.37
11/28/24,08:51,11/28/24-08:51,66.02,60,14.96,
11/28/24,07:51,11/28/24-07:51,53.06,0,0,
11/28/24,06:51,11/28/24-06:51,48.92,0,0,
11/28/24,05:51,11/28/24-05:51,51.08,0,0,
11/28/24,04:51,11/28/24-04:51,48.92,0,0,
11/28/24,03:51,11/28/24-03:51,51.08,0,0,
11/28/24,03:14,11/28/24-03:14,51.08,0,0,
11/28/24,03:10,11/28/24-03:10,51.8,0,0,
11/28/24,02:51,11/28/24-02:51,51.08,0,0,
11/28/24,02:44,11/28/24-02:44,51.08,0,0,
11/28/24,02:40,11/28/24-02:40,51.8,0,0,
11/28/24,02:06,11/28/24-02:06,53.06,0,0,
11/28/24,01:59,11/28/24-01:59,53.96,0,0,
11/28/24,01:51,11/28/24-01:51,53.96,0,0,
11/28/24,01:44,11/28/24-01:44,53.06,0,0,
11/28/24,01:39,11/28/24-01:39,53.06,280,3.45,
11/28/24,01:32,11/28/24-01:32,53.06,0,0,
11/28/24,01:25,11/28/24-01:25,53.6,280,4.6,
11/28/24,01:20,11/28/24-01:20,53.6,270,3.45,
11/28/24,00:51,11/28/24-00:51,55.04,320,3.45,
11/27/24,23:51,11/27/24-23:51,55.04,280,4.6,
11/27/24,23:16,11/27/24-23:16,55.94,310,3.45,
11/27/24,23:04,11/27/24-23:04,55.94,310,5.75,
11/27/24,22:51,11/27/24-22:51,57.02,340,4.6,
11/27/24,22:49,11/27/24-22:49,57.2,330,5.75,
11/27/24,22:35,11/27/24-22:35,57.2,340,4.6,
11/27/24,22:22,11/27/24-22:22,57.02,340,3.45,
11/27/24,22:06,11/27/24-22:06,57.02,330,4.6,
11/27/24,21:51,11/27/24-21:51,57.02,340,4.6,
11/27/24,21:18,11/27/24-21:18,57.02,,3.45,
11/27/24,21:11,11/27/24-21:11,57.02,360,3.45,
11/27/24,20:55,11/27/24-20:55,57.2,350,4.6,
11/27/24,20:51,11/27/24-20:51,57.02,350,3.45,
11/27/24,20:41,11/27/24-20:41,57.02,30,3.45,
11/27/24,20:35,11/27/24-20:35,57.2,340,3.45,
11/27/24,20:28,11/27/24-20:28,57.02,0,0,
11/27/24,19:51,11/27/24-19:51,57.02,270,3.45,
11/27/24,19:27,11/27/24-19:27,57.02,290,5.75,
11/27/24,18:51,11/27/24-18:51,57.02,270,5.75,
11/27/24,18:33,11/27/24-18:33,57.02,270,4.6,
11/27/24,17:51,11/27/24-17:51,57.02,250,3.45,
11/27/24,17:05,11/27/24-17:05,57.2,270,6.91,
11/27/24,16:51,11/27/24-16:51,57.02,260,6.91,
11/27/24,16:41,11/27/24-16:41,57.02,280,5.75,
11/27/24,16:29,11/27/24-16:29,57.02,260,5.75,
11/27/24,15:51,11/27/24-15:51,57.92,250,4.6,
11/27/24,15:41,11/27/24-15:41,57.92,230,4.6,
11/27/24,15:12,11/27/24-15:12,57.92,220,4.6,
11/27/24,15:01,11/27/24-15:01,59,260,8.06,
11/27/24,14:51,11/27/24-14:51,59,240,5.75,
11/27/24,13:51,11/27/24-13:51,60.08,260,11.51,
11/27/24,13:08,11/27/24-13:08,60.98,270,10.36,
11/27/24,12:59,11/27/24-12:59,60.98,260,10.36,
11/27/24,12:51,11/27/24-12:51,60.98,280,10.36,
11/27/24,12:33,11/27/24-12:33,60.98,260,9.21,
11/27/24,12:24,11/27/24-12:24,60.98,260,10.36,
11/27/24,12:15,11/27/24-12:15,60.8,270,10.36,
11/27/24,12:05,11/27/24-12:05,60.8,270,9.21,
11/27/24,11:51,11/27/24-11:51,62.06,260,9.21,
11/27/24,11:41,11/27/24-11:41,62.06,260,9.21,
11/27/24,11:28,11/27/24-11:28,62.06,270,10.36,
11/27/24,10:51,11/27/24-10:51,66.02,0,0,
11/27/24,10:30,11/27/24-10:30,64.4,0,0,
11/27/24,09:51,11/27/24-09:51,60.98,0,0,
11/27/24,09:26,11/27/24-09:26,60.08,90,3.45,
11/27/24,08:51,11/27/24-08:51,60.08,0,0,
11/27/24,08:10,11/27/24-08:10,59,0,0,
11/27/24,08:01,11/27/24-08:01,59,0,0,
11/27/24,07:51,11/27/24-07:51,59,0,0,
11/27/24,07:48,11/27/24-07:48,59,0,0,
11/27/24,07:25,11/27/24-07:25,59,0,0,
11/27/24,07:08,11/27/24-07:08,59,0,0,
11/27/24,06:58,11/27/24-06:58,57.92,240,3.45,
11/27/24,06:51,11/27/24-06:51,57.92,230,3.45,
11/27/24,06:42,11/27/24-06:42,57.92,250,3.45,
11/27/24,06:24,11/27/24-06:24,57.92,270,3.45,
11/27/24,05:59,11/27/24-05:59,57.92,0,0,
11/27/24,05:51,11/27/24-05:51,57.92,0,0,
11/27/24,05:44,11/27/24-05:44,57.92,0,0,
11/27/24,05:31,11/27/24-05:31,57.92,0,0,
11/27/24,05:25,11/27/24-05:25,57.2,0,0,
11/27/24,05:12,11/27/24-05:12,57.02,0,0,
11/27/24,04:51,11/27/24-04:51,57.92,0,0,
11/27/24,04:44,11/27/24-04:44,57.92,0,0,
11/27/24,04:29,11/27/24-04:29,57.92,0,0,
11/27/24,04:19,11/27/24-04:19,57.92,0,0,
11/27/24,04:09,11/27/24-04:09,57.92,0,0,
11/27/24,03:58,11/27/24-03:58,57.92,320,3.45,
11/27/24,03:51,11/27/24-03:51,57.92,320,3.45,
11/27/24,03:49,11/27/24-03:49,57.2,310,3.45,
11/27/24,03:41,11/27/24-03:41,59,300,3.45,
11/27/24,03:25,11/27/24-03:25,59,0,0,
11/27/24,03:16,11/27/24-03:16,59,0,0,
11/27/24,02:51,11/27/24-02:51,59,0,0,
11/27/24,02:00,11/27/24-02:00,59,0,0,
11/27/24,01:51,11/27/24-01:51,59,0,0,
11/27/24,01:09,11/27/24-01:09,59,250,3.45,
11/27/24,00:51,11/27/24-00:51,59,270,4.6,
11/27/24,00:33,11/27/24-00:33,59,240,4.6,
11/27/24,00:23,11/27/24-00:23,60.08,250,4.6,
11/27/24,00:15,11/27/24-00:15,60.8,230,3.45,
11/27/24,00:03,11/27/24-00:03,60.08,0,0,
11/26/24,23:55,11/26/24-23:55,60.8,200,3.45,
11/26/24,23:46,11/26/24-23:46,60.98,210,3.45,
11/26/24,23:45,11/26/24-23:45,60.8,210,3.45,
11/26/24,22:51,11/26/24-22:51,60.98,190,3.45,
11/26/24,22:36,11/26/24-22:36,60.98,200,3.45,
11/26/24,22:15,11/26/24-22:15,60.8,170,3.45,
11/26/24,22:05,11/26/24-22:05,60.8,0,0,
11/26/24,21:51,11/26/24-21:51,60.98,0,0,
11/26/24,21:37,11/26/24-21:37,60.98,0,0,
11/26/24,21:22,11/26/24-21:22,60.98,140,3.45,
11/26/24,20:51,11/26/24-20:51,60.98,0,0,
11/26/24,20:43,11/26/24-20:43,60.98,160,4.6,
11/26/24,20:36,11/26/24-20:36,60.98,160,3.45,
11/26/24,19:51,11/26/24-19:51,60.98,150,4.6,
11/26/24,19:44,11/26/24-19:44,60.98,160,4.6,
11/26/24,18:51,11/26/24-18:51,60.98,150,3.45,
11/26/24,18:47,11/26/24-18:47,60.8,150,4.6,
11/26/24,18:04,11/26/24-18:04,60.98,150,3.45,
11/26/24,17:51,11/26/24-17:51,60.98,,3.45,
11/26/24,17:39,11/26/24-17:39,60.98,140,4.6,
11/26/24,16:51,11/26/24-16:51,62.06,140,5.75,
11/26/24,16:42,11/26/24-16:42,62.06,140,5.75,
11/26/24,16:35,11/26/24-16:35,62.6,120,4.6,
11/26/24,15:51,11/26/24-15:51,62.06,140,4.6,
11/26/24,15:18,11/26/24-15:18,60.98,140,4.6,
11/26/24,15:01,11/26/24-15:01,60.98,160,4.6,
11/26/24,14:51,11/26/24-14:51,60.98,130,5.75,
11/26/24,14:05,11/26/24-14:05,60.8,180,5.75,
11/26/24,13:51,11/26/24-13:51,60.98,160,3.45,
11/26/24,13:39,11/26/24-13:39,62.06,130,4.6,
11/26/24,13:09,11/26/24-13:09,60.98,140,4.6,
11/26/24,13:00,11/26/24-13:00,60.98,140,5.75,
11/26/24,12:51,11/26/24-12:51,60.98,160,3.45,
11/26/24,12:47,11/26/24-12:47,60.8,150,4.6,
11/26/24,12:34,11/26/24-12:34,60.98,130,5.75,
11/26/24,12:17,11/26/24-12:17,60.98,130,5.75,
11/26/24,11:51,11/26/24-11:51,60.98,0,0,
11/26/24,10:59,11/26/24-10:59,60.08,50,4.6,
11/26/24,10:51,11/26/24-10:51,60.08,40,5.75,
11/26/24,10:04,11/26/24-10:04,60.98,70,5.75,
11/26/24,09:51,11/26/24-09:51,60.98,50,4.6,
11/26/24,09:37,11/26/24-09:37,60.98,60,4.6,
11/26/24,09:21,11/26/24-09:21,60.08,70,3.45,
11/26/24,09:09,11/26/24-09:09,60.08,80,3.45,
11/26/24,08:58,11/26/24-08:58,60.08,0,0,
11/26/24,08:51,11/26/24-08:51,60.98,110,3.45,
11/26/24,08:29,11/26/24-08:29,60.98,160,3.45,
11/26/24,07:51,11/26/24-07:51,60.08,0,0,
11/26/24,06:51,11/26/24-06:51,60.08,0,0,
11/26/24,05:51,11/26/24-05:51,60.08,0,0,
11/26/24,04:58,11/26/24-04:58,60.08,0,0,
11/26/24,04:51,11/26/24-04:51,60.08,0,0,
11/26/24,03:51,11/26/24-03:51,60.08,0,0,
11/26/24,02:51,11/26/24-02:51,60.98,0,0,
11/26/24,01:51,11/26/24-01:51,60.08,50,3.45,
11/26/24,00:51,11/26/24-00:51,60.08,0,0,
11/25/24,23:51,11/25/24-23:51,59,0,0,
11/25/24,22:51,11/25/24-22:51,60.08,310,3.45,
11/25/24,21:51,11/25/24-21:51,62.06,120,3.45,
11/25/24,20:51,11/25/24-20:51,60.98,0,0,
11/25/24,19:51,11/25/24-19:51,62.06,0,0,
11/25/24,18:51,11/25/24-18:51,60.98,0,0,
11/25/24,17:51,11/25/24-17:51,60.98,290,4.6,
11/25/24,16:51,11/25/24-16:51,62.96,0,0,
11/25/24,15:51,11/25/24-15:51,64.04,180,8.06,
11/25/24,14:51,11/25/24-14:51,64.94,180,9.21,
11/25/24,13:51,11/25/24-13:51,66.92,200,5.75,
11/25/24,12:51,11/25/24-12:51,68,190,5.75,
11/25/24,11:51,11/25/24-11:51,66.92,50,4.6,
11/25/24,10:51,11/25/24-10:51,64.04,30,5.75,
