Date,Time,date_time,air_temp,wind_direction,wind_speed,wind_gust
,,,Fahrenheit,Degrees,Miles/hour,Miles/hour
10/06/24,18:15,10/06/24-18:15,62.6,280,6.91,
10/06/24,18:00,10/06/24-18:00,62.6,280,6.91,
10/06/24,17:51,10/06/24-17:51,62.96,290,6.91,
10/06/24,17:42,10/06/24-17:42,62.96,300,8.06,
10/06/24,17:10,10/06/24-17:10,64.04,270,9.21,
10/06/24,17:00,10/06/24-17:00,64.04,270,6.91,
10/06/24,16:49,10/06/24-16:49,64.04,260,8.06,
10/06/24,16:48,10/06/24-16:48,64.4,260,8.06,
10/06/24,16:12,10/06/24-16:12,64.94,260,6.91,
10/06/24,15:51,10/06/24-15:51,66.02,270,8.06,
10/06/24,15:06,10/06/24-15:06,66.92,280,9.21,
10/06/24,14:51,10/06/24-14:51,69.08,270,6.91,
10/06/24,13:51,10/06/24-13:51,69.98,250,8.06,
10/06/24,12:51,10/06/24-12:51,69.98,230,3.45,
10/06/24,11:51,10/06/24-11:51,69.08,250,4.6,
10/06/24,10:51,10/06/24-10:51,66.02,0,0,
10/06/24,09:51,10/06/24-09:51,62.96,200,4.6,
10/06/24,09:46,10/06/24-09:46,62.6,160,4.6,
10/06/24,09:32,10/06/24-09:32,62.96,0,0,
10/06/24,09:20,10/06/24-09:20,62.6,170,3.45,
10/06/24,09:02,10/06/24-09:02,62.96,170,4.6,
10/06/24,08:51,10/06/24-08:51,62.06,0,0,
10/06/24,07:51,10/06/24-07:51,62.96,170,3.45,
10/06/24,07:27,10/06/24-07:27,62.96,0,0,
10/06/24,06:51,10/06/24-06:51,62.96,0,0,
10/06/24,06:25,10/06/24-06:25,62.6,0,0,
10/06/24,06:14,10/06/24-06:14,62.96,0,0,
10/06/24,05:51,10/06/24-05:51,62.96,90,3.45,
10/06/24,05:35,10/06/24-05:35,62.6,0,0,
10/06/24,05:20,10/06/24-05:20,62.6,0,0,
10/06/24,05:11,10/06/24-05:11,62.96,110,4.6,
10/06/24,04:51,10/06/24-04:51,62.96,0,0,
10/06/24,04:38,10/06/24-04:38,62.96,0,0,
10/06/24,04:25,10/06/24-04:25,62.6,0,0,
10/06/24,03:51,10/06/24-03:51,62.96,0,0,
10/06/24,03:44,10/06/24-03:44,62.96,100,3.45,
10/06/24,03:30,10/06/24-03:30,62.6,110,4.6,
10/06/24,03:21,10/06/24-03:21,62.96,110,3.45,
10/06/24,03:10,10/06/24-03:10,62.6,130,4.6,
10/06/24,02:51,10/06/24-02:51,62.96,130,4.6,
10/06/24,02:33,10/06/24-02:33,62.96,160,5.75,
10/06/24,01:51,10/06/24-01:51,62.96,150,5.75,
10/06/24,01:34,10/06/24-01:34,62.96,140,3.45,
10/06/24,00:51,10/06/24-00:51,62.96,0,0,
10/05/24,23:51,10/05/24-23:51,62.06,0,0,
10/05/24,23:39,10/05/24-23:39,62.06,0,0,
10/05/24,23:29,10/05/24-23:29,62.06,0,0,
10/05/24,23:24,10/05/24-23:24,62.06,0,0,
10/05/24,23:15,10/05/24-23:15,62.6,0,0,
10/05/24,23:04,10/05/24-23:04,62.06,230,3.45,
10/05/24,22:51,10/05/24-22:51,62.06,0,0,
10/05/24,22:40,10/05/24-22:40,62.6,230,4.6,
10/05/24,21:51,10/05/24-21:51,62.96,290,4.6,
10/05/24,21:26,10/05/24-21:26,62.96,300,4.6,
10/05/24,21:06,10/05/24-21:06,62.96,290,6.91,
10/05/24,20:51,10/05/24-20:51,62.96,290,5.75,
10/05/24,20:04,10/05/24-20:04,62.96,290,5.75,
10/05/24,19:51,10/05/24-19:51,62.96,320,4.6,
10/05/24,18:51,10/05/24-18:51,62.96,290,8.06,
10/05/24,18:42,10/05/24-18:42,62.96,300,8.06,
10/05/24,18:32,10/05/24-18:32,62.96,280,9.21,
10/05/24,17:51,10/05/24-17:51,64.04,280,12.66,
10/05/24,17:15,10/05/24-17:15,64.4,270,10.36,
10/05/24,16:51,10/05/24-16:51,64.04,290,8.06,
10/05/24,15:51,10/05/24-15:51,64.94,260,12.66,
10/05/24,14:51,10/05/24-14:51,66.02,270,11.51,
10/05/24,14:08,10/05/24-14:08,66.02,240,8.06,
10/05/24,13:51,10/05/24-13:51,66.92,260,9.21,
10/05/24,12:51,10/05/24-12:51,66.92,250,4.6,
10/05/24,11:51,10/05/24-11:51,64.94,240,8.06,
10/05/24,11:34,10/05/24-11:34,64.04,230,6.91,
10/05/24,11:05,10/05/24-11:05,64.4,240,6.91,
10/05/24,10:51,10/05/24-10:51,64.94,240,5.75,
10/05/24,09:51,10/05/24-09:51,64.94,290,6.91,
10/05/24,09:37,10/05/24-09:37,64.04,280,5.75,
10/05/24,09:16,10/05/24-09:16,64.94,310,5.75,
10/05/24,08:51,10/05/24-08:51,64.04,290,4.6,
10/05/24,08:37,10/05/24-08:37,64.04,360,4.6,
10/05/24,07:51,10/05/24-07:51,64.04,0,0,
10/05/24,07:28,10/05/24-07:28,64.04,0,0,
10/05/24,06:51,10/05/24-06:51,62.96,70,3.45,
10/05/24,06:43,10/05/24-06:43,62.96,50,3.45,
10/05/24,06:33,10/05/24-06:33,62.96,0,0,
10/05/24,05:59,10/05/24-05:59,64.04,340,3.45,
10/05/24,05:51,10/05/24-05:51,64.04,350,3.45,
10/05/24,05:42,10/05/24-05:42,64.04,350,3.45,
10/05/24,05:32,10/05/24-05:32,64.04,350,3.45,
10/05/24,05:25,10/05/24-05:25,64.4,360,3.45,
10/05/24,04:58,10/05/24-04:58,64.04,30,3.45,
10/05/24,04:51,10/05/24-04:51,64.04,50,3.45,
10/05/24,04:28,10/05/24-04:28,64.94,80,3.45,
10/05/24,04:20,10/05/24-04:20,64.4,90,3.45,
10/05/24,04:02,10/05/24-04:02,66.02,90,3.45,
10/05/24,03:51,10/05/24-03:51,66.02,0,0,
10/05/24,03:09,10/05/24-03:09,66.02,60,4.6,
10/05/24,02:51,10/05/24-02:51,66.02,60,3.45,
10/05/24,02:16,10/05/24-02:16,64.94,20,3.45,
10/05/24,01:51,10/05/24-01:51,64.04,0,0,
10/05/24,01:43,10/05/24-01:43,64.04,350,4.6,
10/05/24,01:19,10/05/24-01:19,64.04,280,3.45,
10/05/24,01:09,10/05/24-01:09,64.04,280,3.45,
10/05/24,01:02,10/05/24-01:02,64.04,240,3.45,
10/05/24,00:51,10/05/24-00:51,64.94,250,3.45,
10/04/24,23:51,10/04/24-23:51,64.94,0,0,
10/04/24,23:15,10/04/24-23:15,64.94,0,0,
10/04/24,22:51,10/04/24-22:51,66.02,290,5.75,
10/04/24,21:51,10/04/24-21:51,66.02,290,4.6,
10/04/24,20:51,10/04/24-20:51,66.02,290,4.6,
10/04/24,19:51,10/04/24-19:51,66.02,290,4.6,
10/04/24,19:19,10/04/24-19:19,66.02,270,3.45,
10/04/24,18:51,10/04/24-18:51,66.92,240,3.45,
10/04/24,17:51,10/04/24-17:51,69.98,250,6.91,
10/04/24,16:51,10/04/24-16:51,69.08,220,4.6,
10/04/24,15:51,10/04/24-15:51,71.96,240,4.6,
10/04/24,14:51,10/04/24-14:51,71.06,210,5.75,
10/04/24,14:46,10/04/24-14:46,71.6,,4.6,
10/04/24,13:51,10/04/24-13:51,69.08,230,9.21,
10/04/24,13:24,10/04/24-13:24,69.98,220,6.91,
10/04/24,12:51,10/04/24-12:51,71.06,230,8.06,
10/04/24,11:51,10/04/24-11:51,69.08,210,8.06,
10/04/24,10:51,10/04/24-10:51,73.04,,3.45,
10/04/24,09:59,10/04/24-09:59,69.98,0,0,
10/04/24,09:51,10/04/24-09:51,69.98,110,4.6,
10/04/24,08:51,10/04/24-08:51,66.02,70,5.75,
10/04/24,07:51,10/04/24-07:51,66.92,0,0,
10/04/24,06:51,10/04/24-06:51,66.02,120,3.45,
10/04/24,05:51,10/04/24-05:51,66.02,190,3.45,
10/04/24,04:51,10/04/24-04:51,66.02,170,3.45,
10/04/24,03:51,10/04/24-03:51,64.94,50,3.45,
10/04/24,03:22,10/04/24-03:22,64.94,0,0,
10/04/24,02:51,10/04/24-02:51,64.94,40,4.6,
10/04/24,01:51,10/04/24-01:51,64.94,50,8.06,
10/04/24,01:39,10/04/24-01:39,64.94,100,6.91,
10/04/24,01:28,10/04/24-01:28,64.94,120,5.75,
10/04/24,00:51,10/04/24-00:51,64.94,160,4.6,
10/04/24,00:34,10/04/24-00:34,64.94,150,4.6,
10/04/24,00:21,10/04/24-00:21,64.94,160,9.21,
10/04/24,00:00,10/04/24-00:00,64.4,170,6.91,
10/03/24,23:51,10/03/24-23:51,64.94,170,5.75,
10/03/24,23:18,10/03/24-23:18,64.94,170,4.6,
10/03/24,22:51,10/03/24-22:51,64.94,170,5.75,
10/03/24,22:01,10/03/24-22:01,64.04,190,4.6,
10/03/24,21:51,10/03/24-21:51,64.94,160,3.45,
10/03/24,21:46,10/03/24-21:46,64.4,0,0,
10/03/24,21:25,10/03/24-21:25,64.4,0,0,
10/03/24,21:16,10/03/24-21:16,64.94,160,3.45,
10/03/24,20:51,10/03/24-20:51,66.02,0,0,
10/03/24,19:51,10/03/24-19:51,64.94,0,0,
10/03/24,18:51,10/03/24-18:51,66.02,300,3.45,
10/03/24,18:27,10/03/24-18:27,66.02,0,0,
10/03/24,17:51,10/03/24-17:51,66.92,270,5.75,
10/03/24,16:51,10/03/24-16:51,68,,3.45,
10/03/24,15:51,10/03/24-15:51,69.08,220,5.75,
10/03/24,14:51,10/03/24-14:51,69.98,220,5.75,
10/03/24,13:51,10/03/24-13:51,69.98,210,6.91,
10/03/24,13:21,10/03/24-13:21,69.98,220,9.21,
10/03/24,12:51,10/03/24-12:51,71.96,200,8.06,
10/03/24,11:51,10/03/24-11:51,71.06,,5.75,
10/03/24,10:51,10/03/24-10:51,69.08,190,4.6,
10/03/24,10:02,10/03/24-10:02,68,,3.45,
10/03/24,09:51,10/03/24-09:51,68,0,0,
10/03/24,09:29,10/03/24-09:29,64.94,0,0,
10/03/24,09:14,10/03/24-09:14,64.04,110,3.45,
10/03/24,08:51,10/03/24-08:51,62.96,0,0,
10/03/24,08:44,10/03/24-08:44,62.96,0,0,
10/03/24,08:38,10/03/24-08:38,62.96,30,4.6,
10/03/24,08:21,10/03/24-08:21,62.96,0,0,
10/03/24,07:51,10/03/24-07:51,62.96,0,0,
10/03/24,07:48,10/03/24-07:48,62.6,0,0,
10/03/24,07:26,10/03/24-07:26,62.96,0,0,
10/03/24,07:10,10/03/24-07:10,62.6,0,0,
10/03/24,06:51,10/03/24-06:51,62.06,100,3.45,
10/03/24,06:48,10/03/24-06:48,62.6,0,0,
10/03/24,06:41,10/03/24-06:41,62.06,0,0,
10/03/24,06:18,10/03/24-06:18,62.96,,3.45,
10/03/24,05:51,10/03/24-05:51,62.96,0,0,
10/03/24,04:51,10/03/24-04:51,62.96,170,3.45,
10/03/24,04:40,10/03/24-04:40,62.6,0,0,
10/03/24,04:23,10/03/24-04:23,62.96,0,0,
10/03/24,04:14,10/03/24-04:14,62.96,,3.45,
10/03/24,03:51,10/03/24-03:51,62.96,0,0,
10/03/24,02:51,10/03/24-02:51,64.04,0,0,
10/03/24,02:46,10/03/24-02:46,62.6,0,0,
10/03/24,02:31,10/03/24-02:31,62.96,0,0,
10/03/24,02:00,10/03/24-02:00,64.4,0,0,
10/03/24,01:51,10/03/24-01:51,64.04,0,0,
10/03/24,01:48,10/03/24-01:48,64.4,110,3.45,
10/03/24,01:28,10/03/24-01:28,64.04,150,5.75,
10/03/24,00:51,10/03/24-00:51,64.04,160,4.6,
10/03/24,00:31,10/03/24-00:31,64.04,160,6.91,
10/03/24,00:11,10/03/24-00:11,64.04,160,6.91,
10/02/24,23:51,10/02/24-23:51,64.94,160,5.75,
10/02/24,23:28,10/02/24-23:28,64.94,170,8.06,
10/02/24,23:10,10/02/24-23:10,64.4,200,6.91,
10/02/24,23:06,10/02/24-23:06,64.94,200,5.75,
10/02/24,22:51,10/02/24-22:51,66.02,0,0,
10/02/24,21:51,10/02/24-21:51,64.94,0,0,
10/02/24,20:51,10/02/24-20:51,64.04,300,3.45,
10/02/24,19:51,10/02/24-19:51,64.94,290,4.6,
10/02/24,18:51,10/02/24-18:51,64.94,300,3.45,
10/02/24,17:51,10/02/24-17:51,66.02,300,5.75,
10/02/24,17:46,10/02/24-17:46,64.4,300,5.75,
10/02/24,17:27,10/02/24-17:27,64.94,320,6.91,
10/02/24,17:18,10/02/24-17:18,64.94,310,4.6,
10/02/24,16:51,10/02/24-16:51,66.92,270,5.75,
10/02/24,15:51,10/02/24-15:51,66.92,280,6.91,
10/02/24,15:22,10/02/24-15:22,68,260,6.91,
10/02/24,14:51,10/02/24-14:51,69.98,270,10.36,
10/02/24,14:47,10/02/24-14:47,69.8,260,9.21,
10/02/24,13:51,10/02/24-13:51,73.04,270,9.21,
10/02/24,12:51,10/02/24-12:51,71.06,270,10.36,
10/02/24,11:51,10/02/24-11:51,69.98,260,6.91,
10/02/24,10:51,10/02/24-10:51,68,280,6.91,
10/02/24,10:22,10/02/24-10:22,68,280,6.91,
10/02/24,09:51,10/02/24-09:51,66.92,260,4.6,
10/02/24,09:34,10/02/24-09:34,64.04,210,3.45,
10/02/24,09:18,10/02/24-09:18,62.96,0,0,
10/02/24,09:09,10/02/24-09:09,62.96,0,0,
10/02/24,08:59,10/02/24-08:59,62.06,0,0,
10/02/24,08:51,10/02/24-08:51,62.06,0,0,
10/02/24,07:59,10/02/24-07:59,62.06,0,0,
10/02/24,07:51,10/02/24-07:51,62.06,0,0,
10/02/24,07:34,10/02/24-07:34,62.06,20,3.45,
10/02/24,07:12,10/02/24-07:12,62.06,0,0,
10/02/24,06:51,10/02/24-06:51,62.06,360,3.45,
10/02/24,06:35,10/02/24-06:35,62.6,40,3.45,
10/02/24,06:25,10/02/24-06:25,62.6,30,3.45,
10/02/24,06:06,10/02/24-06:06,62.06,0,0,
10/02/24,05:51,10/02/24-05:51,62.06,80,3.45,
10/02/24,05:20,10/02/24-05:20,62.6,80,3.45,
10/02/24,05:15,10/02/24-05:15,62.6,70,3.45,
10/02/24,05:04,10/02/24-05:04,62.06,100,3.45,
10/02/24,04:51,10/02/24-04:51,62.06,140,3.45,
10/02/24,04:49,10/02/24-04:49,62.6,130,4.6,
10/02/24,04:25,10/02/24-04:25,62.6,120,3.45,
10/02/24,04:21,10/02/24-04:21,62.06,130,4.6,
10/02/24,03:51,10/02/24-03:51,62.06,150,4.6,
10/02/24,03:37,10/02/24-03:37,62.06,0,0,
10/02/24,02:51,10/02/24-02:51,62.06,0,0,
10/02/24,01:51,10/02/24-01:51,60.98,0,0,
10/02/24,01:19,10/02/24-01:19,60.98,0,0,
10/02/24,00:51,10/02/24-00:51,60.98,0,0,
10/01/24,23:51,10/01/24-23:51,60.98,0,0,
10/01/24,22:51,10/01/24-22:51,62.06,310,5.75,
10/01/24,21:51,10/01/24-21:51,62.06,290,5.75,
10/01/24,21:18,10/01/24-21:18,62.06,290,8.06,
10/01/24,20:51,10/01/24-20:51,62.06,300,8.06,
10/01/24,20:49,10/01/24-20:49,62.6,300,8.06,
10/01/24,20:42,10/01/24-20:42,62.06,300,8.06,
10/01/24,20:34,10/01/24-20:34,62.06,300,8.06,
10/01/24,20:21,10/01/24-20:21,62.06,300,9.21,
10/01/24,20:02,10/01/24-20:02,62.06,290,8.06,
10/01/24,19:51,10/01/24-19:51,62.06,310,8.06,
10/01/24,19:48,10/01/24-19:48,62.6,300,9.21,
10/01/24,19:16,10/01/24-19:16,62.96,320,6.91,
10/01/24,18:51,10/01/24-18:51,62.96,310,8.06,
10/01/24,17:51,10/01/24-17:51,62.96,290,9.21,
10/01/24,17:39,10/01/24-17:39,62.96,290,9.21,
10/01/24,16:51,10/01/24-16:51,64.04,290,12.66,
10/01/24,16:06,10/01/24-16:06,66.02,270,13.81,
10/01/24,15:51,10/01/24-15:51,66.02,290,12.66,
10/01/24,14:51,10/01/24-14:51,66.92,270,10.36,
10/01/24,13:59,10/01/24-13:59,68,250,8.06,
10/01/24,13:51,10/01/24-13:51,69.08,260,10.36,
10/01/24,13:35,10/01/24-13:35,68,280,12.66,
10/01/24,12:51,10/01/24-12:51,66.92,260,9.21,
10/01/24,11:51,10/01/24-11:51,69.08,280,6.91,
10/01/24,10:51,10/01/24-10:51,68,230,4.6,
10/01/24,10:38,10/01/24-10:38,66.02,0,0,
10/01/24,10:17,10/01/24-10:17,64.04,0,0,
10/01/24,09:51,10/01/24-09:51,62.06,250,4.6,
10/01/24,09:26,10/01/24-09:26,60.98,260,3.45,
10/01/24,09:19,10/01/24-09:19,60.98,280,3.45,
10/01/24,08:58,10/01/24-08:58,60.98,0,0,
10/01/24,08:51,10/01/24-08:51,60.98,0,0,
10/01/24,08:16,10/01/24-08:16,60.08,300,3.45,
10/01/24,07:58,10/01/24-07:58,60.98,310,3.45,
10/01/24,07:51,10/01/24-07:51,60.98,0,0,
10/01/24,07:20,10/01/24-07:20,60.98,0,0,
10/01/24,07:12,10/01/24-07:12,60.98,0,0,
10/01/24,06:51,10/01/24-06:51,60.98,0,0,
10/01/24,05:51,10/01/24-05:51,60.98,0,0,
10/01/24,04:51,10/01/24-04:51,60.98,0,0,
10/01/24,04:31,10/01/24-04:31,60.98,330,3.45,
10/01/24,04:20,10/01/24-04:20,60.8,0,0,
10/01/24,03:51,10/01/24-03:51,62.06,0,0,
10/01/24,03:39,10/01/24-03:39,60.98,0,0,
10/01/24,03:23,10/01/24-03:23,60.98,0,0,
10/01/24,02:58,10/01/24-02:58,60.98,0,0,
10/01/24,02:51,10/01/24-02:51,62.06,0,0,
10/01/24,02:34,10/01/24-02:34,62.06,70,3.45,
10/01/24,01:59,10/01/24-01:59,60.98,0,0,
10/01/24,01:51,10/01/24-01:51,62.06,0,0,
10/01/24,01:22,10/01/24-01:22,62.06,130,3.45,
10/01/24,00:51,10/01/24-00:51,60.98,0,0,
10/01/24,00:46,10/01/24-00:46,60.8,0,0,
10/01/24,00:12,10/01/24-00:12,62.06,180,3.45,
09/30/24,23:51,09/30/24-23:51,60.98,0,0,
09/30/24,23:16,09/30/24-23:16,62.06,0,0,
09/30/24,22:59,09/30/24-22:59,60.98,0,0,
09/30/24,22:51,09/30/24-22:51,60.98,0,0,
09/30/24,22:43,09/30/24-22:43,60.98,0,0,
09/30/24,21:51,09/30/24-21:51,62.06,300,3.45,
09/30/24,20:51,09/30/24-20:51,62.06,270,5.75,
09/30/24,20:07,09/30/24-20:07,62.96,280,4.6,
09/30/24,19:57,09/30/24-19:57,62.96,280,5.75,
09/30/24,19:54,09/30/24-19:54,62.96,290,6.91,
09/30/24,19:51,09/30/24-19:51,62.96,280,5.75,
09/30/24,18:51,09/30/24-18:51,64.94,290,5.75,
09/30/24,17:51,09/30/24-17:51,68,290,6.91,
09/30/24,16:51,09/30/24-16:51,69.98,260,8.06,
09/30/24,15:51,09/30/24-15:51,71.06,260,6.91,
09/30/24,14:51,09/30/24-14:51,71.06,260,8.06,
09/30/24,13:51,09/30/24-13:51,69.98,260,5.75,
09/30/24,12:51,09/30/24-12:51,69.98,240,8.06,
09/30/24,11:51,09/30/24-11:51,69.08,200,5.75,
09/30/24,10:51,09/30/24-10:51,68,,3.45,
09/30/24,09:51,09/30/24-09:51,62.96,,3.45,
09/30/24,09:12,09/30/24-09:12,62.96,0,0,
09/30/24,08:51,09/30/24-08:51,60.98,130,4.6,
09/30/24,07:51,09/30/24-07:51,59,170,3.45,
09/30/24,06:51,09/30/24-06:51,60.98,140,3.45,
09/30/24,06:35,09/30/24-06:35,60.8,0,0,
09/30/24,06:20,09/30/24-06:20,60.8,0,0,
09/30/24,05:51,09/30/24-05:51,59,0,0,
09/30/24,05:37,09/30/24-05:37,59,0,0,
09/30/24,05:17,09/30/24-05:17,60.08,0,0,
09/30/24,05:10,09/30/24-05:10,60.8,0,0,
09/30/24,04:58,09/30/24-04:58,60.08,0,0,
09/30/24,04:51,09/30/24-04:51,60.08,0,0,
09/30/24,04:49,09/30/24-04:49,60.8,0,0,
09/30/24,04:38,09/30/24-04:38,60.08,0,0,
09/30/24,04:31,09/30/24-04:31,60.08,0,0,
09/30/24,04:10,09/30/24-04:10,60.8,60,3.45,
09/30/24,03:51,09/30/24-03:51,60.98,30,3.45,
09/30/24,03:40,09/30/24-03:40,60.8,0,0,
09/30/24,03:33,09/30/24-03:33,60.98,0,0,
09/30/24,02:51,09/30/24-02:51,60.98,110,3.45,
09/30/24,01:51,09/30/24-01:51,62.06,80,4.6,
09/30/24,01:00,09/30/24-01:00,60.98,0,0,
09/30/24,00:51,09/30/24-00:51,60.98,0,0,
09/30/24,00:23,09/30/24-00:23,60.98,0,0,
09/29/24,23:51,09/29/24-23:51,62.06,0,0,
09/29/24,23:37,09/29/24-23:37,60.98,0,0,
09/29/24,23:18,09/29/24-23:18,62.06,0,0,
09/29/24,22:51,09/29/24-22:51,60.98,0,0,
09/29/24,22:46,09/29/24-22:46,60.8,0,0,
09/29/24,22:37,09/29/24-22:37,60.98,0,0,
09/29/24,21:51,09/29/24-21:51,60.98,0,0,
09/29/24,21:28,09/29/24-21:28,60.98,290,3.45,
09/29/24,20:51,09/29/24-20:51,62.06,280,5.75,
09/29/24,20:02,09/29/24-20:02,62.96,290,3.45,
09/29/24,19:51,09/29/24-19:51,62.06,300,3.45,
09/29/24,19:41,09/29/24-19:41,62.06,290,5.75,
09/29/24,18:51,09/29/24-18:51,62.96,290,6.91,
09/29/24,18:31,09/29/24-18:31,64.04,280,8.06,
09/29/24,18:07,09/29/24-18:07,64.94,280,11.51,
09/29/24,17:51,09/29/24-17:51,64.94,280,11.51,
09/29/24,16:51,09/29/24-16:51,68,270,11.51,
09/29/24,15:51,09/29/24-15:51,68,270,11.51,
09/29/24,14:51,09/29/24-14:51,68,270,10.36,
09/29/24,13:51,09/29/24-13:51,69.08,280,13.81,
09/29/24,12:51,09/29/24-12:51,68,260,12.66,
09/29/24,11:51,09/29/24-11:51,68,260,9.21,
09/29/24,10:51,09/29/24-10:51,66.02,,3.45,
09/29/24,10:32,09/29/24-10:32,64.94,,,
09/29/24,09:51,09/29/24-09:51,64.04,270,8.06,
09/29/24,08:51,09/29/24-08:51,60.08,280,4.6,
09/29/24,08:31,09/29/24-08:31,57.02,0,0,
09/29/24,08:08,09/29/24-08:08,55.94,320,3.45,
09/29/24,07:51,09/29/24-07:51,55.94,0,0,
09/29/24,07:10,09/29/24-07:10,57.02,30,5.75,
09/29/24,06:51,09/29/24-06:51,57.02,40,5.75,
09/29/24,05:51,09/29/24-05:51,59,20,4.6,
09/29/24,04:51,09/29/24-04:51,59,10,3.45,
09/29/24,04:38,09/29/24-04:38,60.08,20,3.45,
09/29/24,03:51,09/29/24-03:51,60.08,340,3.45,
09/29/24,02:51,09/29/24-02:51,60.98,0,0,
09/29/24,01:51,09/29/24-01:51,60.98,270,5.75,
09/29/24,00:51,09/29/24-00:51,60.98,10,3.45,
09/28/24,23:51,09/28/24-23:51,60.08,350,4.6,
09/28/24,22:51,09/28/24-22:51,62.06,320,5.75,
09/28/24,21:51,09/28/24-21:51,62.06,300,10.36,
09/28/24,20:51,09/28/24-20:51,62.06,310,4.6,
09/28/24,19:51,09/28/24-19:51,62.06,300,5.75,
09/28/24,18:51,09/28/24-18:51,62.96,270,11.51,
09/28/24,18:08,09/28/24-18:08,62.96,270,11.51,
09/28/24,17:51,09/28/24-17:51,64.04,260,11.51,
09/28/24,16:51,09/28/24-16:51,64.94,270,12.66,
09/28/24,15:51,09/28/24-15:51,66.02,290,9.21,
09/28/24,14:51,09/28/24-14:51,64.94,280,11.51,
09/28/24,13:51,09/28/24-13:51,64.94,240,11.51,
09/28/24,13:16,09/28/24-13:16,64.94,220,6.91,
09/28/24,12:51,09/28/24-12:51,66.02,270,8.06,
09/28/24,11:51,09/28/24-11:51,64.94,280,8.06,
09/28/24,10:51,09/28/24-10:51,64.04,280,6.91,
09/28/24,09:51,09/28/24-09:51,62.06,0,0,
09/28/24,08:51,09/28/24-08:51,60.98,10,4.6,
09/28/24,07:51,09/28/24-07:51,60.08,0,0,
09/28/24,06:51,09/28/24-06:51,59,360,4.6,
09/28/24,05:51,09/28/24-05:51,59,350,3.45,
09/28/24,04:51,09/28/24-04:51,59,20,3.45,
09/28/24,03:51,09/28/24-03:51,60.08,340,4.6,
09/28/24,02:51,09/28/24-02:51,59,0,0,
09/28/24,02:46,09/28/24-02:46,59,0,0,
09/28/24,01:51,09/28/24-01:51,59,0,0,
09/28/24,00:51,09/28/24-00:51,60.08,0,0,
09/27/24,23:51,09/27/24-23:51,60.08,0,0,
09/27/24,23:34,09/27/24-23:34,60.08,350,4.6,
09/27/24,23:20,09/27/24-23:20,60.8,300,4.6,
09/27/24,23:09,09/27/24-23:09,60.08,290,4.6,
09/27/24,22:51,09/27/24-22:51,60.08,250,4.6,
09/27/24,21:51,09/27/24-21:51,60.08,270,8.06,
09/27/24,20:51,09/27/24-20:51,60.98,290,8.06,
09/27/24,19:51,09/27/24-19:51,60.08,270,5.75,
09/27/24,18:51,09/27/24-18:51,60.08,260,8.06,
09/27/24,18:37,09/27/24-18:37,60.08,290,5.75,
09/27/24,17:51,09/27/24-17:51,62.06,260,5.75,
09/27/24,17:09,09/27/24-17:09,62.96,280,6.91,
09/27/24,16:51,09/27/24-16:51,64.04,270,6.91,
09/27/24,15:51,09/27/24-15:51,64.94,,5.75,
09/27/24,14:51,09/27/24-14:51,66.92,230,6.91,
09/27/24,13:51,09/27/24-13:51,66.92,220,6.91,
09/27/24,13:39,09/27/24-13:39,66.92,270,5.75,
09/27/24,12:51,09/27/24-12:51,64.94,230,4.6,
09/27/24,11:51,09/27/24-11:51,62.96,210,4.6,
09/27/24,10:51,09/27/24-10:51,62.06,200,3.45,
09/27/24,10:06,09/27/24-10:06,60.98,170,3.45,
09/27/24,09:51,09/27/24-09:51,60.08,0,0,
09/27/24,08:51,09/27/24-08:51,60.08,0,0,
09/27/24,07:51,09/27/24-07:51,60.08,0,0,
09/27/24,06:51,09/27/24-06:51,60.08,0,0,
09/27/24,05:58,09/27/24-05:58,60.08,100,3.45,
09/27/24,05:51,09/27/24-05:51,60.08,0,0,
09/27/24,05:16,09/27/24-05:16,60.08,0,0,
09/27/24,05:01,09/27/24-05:01,60.08,290,3.45,
09/27/24,04:51,09/27/24-04:51,60.08,340,4.6,
09/27/24,04:43,09/27/24-04:43,60.08,0,0,
09/27/24,04:20,09/27/24-04:20,60.8,250,3.45,
09/27/24,03:51,09/27/24-03:51,60.08,270,4.6,
09/27/24,02:51,09/27/24-02:51,60.98,310,5.75,
09/27/24,01:51,09/27/24-01:51,60.98,330,3.45,
09/27/24,01:36,09/27/24-01:36,60.98,10,4.6,
09/27/24,00:51,09/27/24-00:51,60.98,340,3.45,
09/26/24,23:51,09/26/24-23:51,62.06,300,6.91,
09/26/24,22:51,09/26/24-22:51,62.06,300,8.06,
09/26/24,21:51,09/26/24-21:51,62.96,290,10.36,
09/26/24,20:51,09/26/24-20:51,62.06,290,8.06,
09/26/24,19:51,09/26/24-19:51,62.96,280,9.21,
09/26/24,19:20,09/26/24-19:20,62.96,280,10.36,
09/26/24,18:51,09/26/24-18:51,62.96,280,10.36,
09/26/24,18:00,09/26/24-18:00,64.4,280,11.51,
09/26/24,17:51,09/26/24-17:51,64.94,270,12.66,
09/26/24,16:51,09/26/24-16:51,66.92,260,12.66,
09/26/24,15:51,09/26/24-15:51,69.08,280,12.66,
09/26/24,14:51,09/26/24-14:51,69.08,250,12.66,
09/26/24,13:51,09/26/24-13:51,69.08,270,11.51,
09/26/24,12:51,09/26/24-12:51,68,280,12.66,18.41
09/26/24,11:51,09/26/24-11:51,68,270,8.06,
09/26/24,11:08,09/26/24-11:08,66.02,260,8.06,
