Date,Time,date_time,air_temp,relative_humidity,wind_speed,wind_gust
12/31/23,16:00,2023-12-31 16:00:00,56.7,74.49,8.35,10.96
12/31/23,16:10,2023-12-31 16:10:00,56.73,74.66,6.58,9.72
12/31/23,16:20,2023-12-31 16:20:00,56.67,75.1,5.59,8.04
12/31/23,16:30,2023-12-31 16:30:00,56.56,75.03,7.14,8.91
12/31/23,16:40,2023-12-31 16:40:00,56.42,75.08,4.36,7.01
12/31/23,16:50,2023-12-31 16:50:00,55.97,76.65,3.25,6.57
12/31/23,17:00,2023-12-31 17:00:00,55.64,77.7,6.33,8.4
12/31/23,17:10,2023-12-31 17:10:00,55.67,77.21,2.61,5.41
12/31/23,17:20,2023-12-31 17:20:00,55.49,78.11,1.44,2.7
12/31/23,17:30,2023-12-31 17:30:00,55.16,80.1,2.65,4.53
12/31/23,17:40,2023-12-31 17:40:00,54.61,81.8,6.17,8.04
12/31/23,17:50,2023-12-31 17:50:00,54.27,82.4,5.35,7.16
12/31/23,18:00,2023-12-31 18:00:00,54.3,81.6,4.59,6.79
12/31/23,18:10,2023-12-31 18:10:00,54.56,81.4,1.6,3.51
12/31/23,18:20,2023-12-31 18:20:00,55.19,79.41,0.66,1.9
12/31/23,18:30,2023-12-31 18:30:00,55.28,79.25,0.85,1.83
12/31/23,18:40,2023-12-31 18:40:00,54.64,81.5,1.74,2.34
12/31/23,18:50,2023-12-31 18:50:00,54.05,83.7,2.55,3.65
12/31/23,19:00,2023-12-31 19:00:00,53.71,85.3,1.58,2.34
12/31/23,19:10,2023-12-31 19:10:00,53.75,85.2,0.85,1.46
12/31/23,19:20,2023-12-31 19:20:00,53.95,84.8,1.89,3.43
12/31/23,19:30,2023-12-31 19:30:00,53.9,85.1,2.51,3.51
12/31/23,19:40,2023-12-31 19:40:00,53.88,85.7,3.56,4.45
12/31/23,19:50,2023-12-31 19:50:00,54,85.5,3.22,4.17
12/31/23,20:00,2023-12-31 20:00:00,53.79,85.1,3.54,4.97
12/31/23,20:10,2023-12-31 20:10:00,53,88.1,4.38,5.99
12/31/23,20:20,2023-12-31 20:20:00,53.46,86.8,6.08,7.67
12/31/23,20:30,2023-12-31 20:30:00,53.01,88.2,4.83,6.65
12/31/23,20:40,2023-12-31 20:40:00,52.93,88.6,3.69,5.91
12/31/23,20:50,2023-12-31 20:50:00,53.29,88.2,3.66,5.41
12/31/23,21:00,2023-12-31 21:00:00,53.24,88.3,4,5.26
12/31/23,21:10,2023-12-31 21:10:00,52.92,88.7,3.87,5.41
12/31/23,21:20,2023-12-31 21:20:00,52.95,89.3,2.78,3.73
12/31/23,21:30,2023-12-31 21:30:00,52.96,89.2,3.26,5.04
12/31/23,21:40,2023-12-31 21:40:00,52.93,89.5,3.5,4.82
12/31/23,21:50,2023-12-31 21:50:00,52.64,89.9,3.62,4.82
12/31/23,22:00,2023-12-31 22:00:00,52.32,90.8,4.51,5.85
12/31/23,22:10,2023-12-31 22:10:00,52.19,91.5,3.81,4.6
12/31/23,22:20,2023-12-31 22:20:00,52.31,91.6,3.5,4.17
12/31/23,22:30,2023-12-31 22:30:00,52.58,91.6,2.62,3.95
12/31/23,22:40,2023-12-31 22:40:00,52.6,91.3,1.58,2.49
12/31/23,22:50,2023-12-31 22:50:00,53.32,88.4,3.08,4.75
12/31/23,23:00,2023-12-31 23:00:00,53.53,87.1,5.55,6.79
12/31/23,23:10,2023-12-31 23:10:00,53.21,88.3,5.65,6.57
12/31/23,23:20,2023-12-31 23:20:00,52.85,89.2,6.01,6.79
12/31/23,23:30,2023-12-31 23:30:00,52.21,91.5,5.28,6.79
12/31/23,23:40,2023-12-31 23:40:00,52.11,91.9,5.29,6.87
12/31/23,23:50,2023-12-31 23:50:00,52.02,92.2,6.14,7.46
01/01/24,00:00,2024-01-01 00:00:00,52.27,90,5.7,7.01
01/01/24,00:10,2024-01-01 00:10:00,51.94,90.5,4.76,6.28
01/01/24,00:20,2024-01-01 00:20:00,52.64,85,6.1,7.74
01/01/24,00:30,2024-01-01 00:30:00,52.85,83.2,5.09,6.35
01/01/24,00:40,2024-01-01 00:40:00,52.85,82.7,4.66,7.01
01/01/24,00:50,2024-01-01 00:50:00,52.95,81.4,6.1,9.57
01/01/24,01:00,2024-01-01 01:00:00,52.75,80.3,7.49,11.18
01/01/24,01:10,2024-01-01 01:10:00,52.84,78.63,6.66,10.08
01/01/24,01:20,2024-01-01 01:20:00,52.08,85.4,5.42,7.81
01/01/24,01:30,2024-01-01 01:30:00,52.46,82.3,7.43,10.23
01/01/24,01:40,2024-01-01 01:40:00,52.32,80.1,7.15,8.77
01/01/24,01:50,2024-01-01 01:50:00,52.27,77.24,7.97,10.74
01/01/24,02:00,2024-01-01 02:00:00,51.93,79.13,6.95,9.94
01/01/24,02:10,2024-01-01 02:10:00,51.88,79.8,5.73,7.81
01/01/24,02:20,2024-01-01 02:20:00,51.57,79.12,5.05,6.87
01/01/24,02:30,2024-01-01 02:30:00,51.92,74.6,5.35,7.81
01/01/24,02:40,2024-01-01 02:40:00,51.87,74.62,6.19,8.33
01/01/24,02:50,2024-01-01 02:50:00,51.58,75.02,5.48,9.94
01/01/24,03:00,2024-01-01 03:00:00,51.44,74.95,3.32,5.78
01/01/24,03:10,2024-01-01 03:10:00,51.39,74.82,4.33,8.04
01/01/24,03:20,2024-01-01 03:20:00,51.91,71.65,4.85,6.87
01/01/24,03:30,2024-01-01 03:30:00,51.84,71.03,5.01,6.94
01/01/24,03:40,2024-01-01 03:40:00,52.01,68.76,6.16,10.3
01/01/24,03:50,2024-01-01 03:50:00,51.65,70.12,4.59,9.64
01/01/24,04:00,2024-01-01 04:00:00,52.03,67.85,4.55,9.86
01/01/24,04:10,2024-01-01 04:10:00,51.77,68.3,1.8,4.02
01/01/24,04:20,2024-01-01 04:20:00,51.63,69.14,1.47,2.99
01/01/24,04:30,2024-01-01 04:30:00,51.54,69.59,2.54,4.82
01/01/24,04:40,2024-01-01 04:40:00,51.62,69.13,3.45,5.19
01/01/24,04:50,2024-01-01 04:50:00,51.77,68,3.68,5.63
01/01/24,05:00,2024-01-01 05:00:00,51.58,68.28,3.73,5.56
01/01/24,05:10,2024-01-01 05:10:00,51.46,68.32,4.28,6.57
01/01/24,05:20,2024-01-01 05:20:00,51.51,67.56,6.23,9.79
01/01/24,05:30,2024-01-01 05:30:00,51.9,66.2,7.1,11.69
01/01/24,05:40,2024-01-01 05:40:00,52.19,64.96,8.64,13.37
01/01/24,05:50,2024-01-01 05:50:00,52.26,64.56,7.22,11.62
01/01/24,06:00,2024-01-01 06:00:00,52.24,64.31,7.95,11.76
01/01/24,06:10,2024-01-01 06:10:00,52.53,63.11,10.74,17.68
01/01/24,06:20,2024-01-01 06:20:00,52.41,63.37,9.98,15.49
01/01/24,06:30,2024-01-01 06:30:00,52.53,63.12,11.56,18.27
01/01/24,06:40,2024-01-01 06:40:00,52.49,63.3,11.33,16.07
01/01/24,06:50,2024-01-01 06:50:00,52.51,63.18,9.84,14.61
01/01/24,07:00,2024-01-01 07:00:00,52.47,63.29,8.67,15.27
01/01/24,07:10,2024-01-01 07:10:00,52.51,63.33,11.47,18.34
01/01/24,07:20,2024-01-01 07:20:00,52.26,64.04,12.69,20.39
01/01/24,07:30,2024-01-01 07:30:00,52.47,63.43,16.62,23.89
01/01/24,07:40,2024-01-01 07:40:00,52.48,63.43,17.3,24.62
01/01/24,07:50,2024-01-01 07:50:00,52.51,63.39,16.25,27.03
01/01/24,08:00,2024-01-01 08:00:00,52.62,63.14,17.26,28.42
01/01/24,08:10,2024-01-01 08:10:00,52.71,63.1,16.78,24.77
01/01/24,08:20,2024-01-01 08:20:00,53.15,62.06,16.84,22.8
01/01/24,08:30,2024-01-01 08:30:00,53.34,61.88,16.59,22.8
01/01/24,08:40,2024-01-01 08:40:00,53.54,61.38,19.4,26.01
01/01/24,08:50,2024-01-01 08:50:00,53.59,61.87,18.21,26.3
01/01/24,09:00,2024-01-01 09:00:00,53.97,61.29,19.59,27.4
01/01/24,09:10,2024-01-01 09:10:00,54.46,60.21,21.51,30.91
01/01/24,09:20,2024-01-01 09:20:00,54.87,59.32,22.15,29.15
01/01/24,09:30,2024-01-01 09:30:00,55.16,58.95,20.64,28.64
01/01/24,09:40,2024-01-01 09:40:00,55.48,58.47,18.84,25.72
01/01/24,09:50,2024-01-01 09:50:00,55.8,57.4,23.72,30.76
01/01/24,10:00,2024-01-01 10:00:00,56.17,56.63,22.54,30.32
01/01/24,10:10,2024-01-01 10:10:00,56.66,55.66,23.25,29.95
01/01/24,10:20,2024-01-01 10:20:00,56.96,55.19,22.79,30.25
01/01/24,10:30,2024-01-01 10:30:00,57.36,54.79,19.73,28.36
01/01/24,10:40,2024-01-01 10:40:00,57.75,54.1,21.08,28.86
01/01/24,10:50,2024-01-01 10:50:00,58.19,53.33,19.84,27.98
01/01/24,11:00,2024-01-01 11:00:00,58.69,52.62,18.53,27.03
01/01/24,11:10,2024-01-01 11:10:00,59.37,51.67,17.18,27.11
01/01/24,11:20,2024-01-01 11:20:00,59.47,50.5,23.2,32
01/01/24,11:30,2024-01-01 11:30:00,60.03,49.7,19.91,30.76
01/01/24,11:40,2024-01-01 11:40:00,60.13,49.24,21.45,31.35
01/01/24,11:50,2024-01-01 11:50:00,60.16,49.53,19.62,29.52
01/01/24,12:00,2024-01-01 12:00:00,60.27,49.5,18.5,25.06
01/01/24,12:10,2024-01-01 12:10:00,60.33,49.49,18.24,26.08
01/01/24,12:20,2024-01-01 12:20:00,60.77,49.14,16.3,25.21
01/01/24,12:30,2024-01-01 12:30:00,61.03,47.71,17.41,27.47
01/01/24,12:40,2024-01-01 12:40:00,61.32,47.57,14.83,21.49
01/01/24,12:50,2024-01-01 12:50:00,61.76,47.13,14.07,19.73
01/01/24,13:00,2024-01-01 13:00:00,61.88,46.64,17.22,22.29
01/01/24,13:10,2024-01-01 13:10:00,62.09,45.74,14.49,21.85
01/01/24,13:20,2024-01-01 13:20:00,62.06,46.76,16.28,24.11
01/01/24,13:30,2024-01-01 13:30:00,62.04,46.08,16.94,23.02
01/01/24,13:40,2024-01-01 13:40:00,62.22,45.69,16.23,25
01/01/24,13:50,2024-01-01 13:50:00,62.23,45.15,16.36,22.21
01/01/24,14:00,2024-01-01 14:00:00,62.23,45.06,15.64,21.99
01/01/24,14:10,2024-01-01 14:10:00,62.32,45.08,12.34,23.17
01/01/24,14:20,2024-01-01 14:20:00,62.65,44.93,13.59,21.92
01/01/24,14:30,2024-01-01 14:30:00,62.6,44.26,17.85,24.62
01/01/24,14:40,2024-01-01 14:40:00,62.76,43.53,16.41,21.92
01/01/24,14:50,2024-01-01 14:50:00,62.82,43.29,15.66,23.25
01/01/24,15:00,2024-01-01 15:00:00,62.84,43.04,15.87,24.04
01/01/24,15:10,2024-01-01 15:10:00,62.8,42.77,17.9,26.16
01/01/24,15:20,2024-01-01 15:20:00,62.85,42.56,15.43,20.97
01/01/24,15:30,2024-01-01 15:30:00,62.83,43.01,12.99,17.98
01/01/24,15:40,2024-01-01 15:40:00,62.9,42.6,14.45,18.49
01/01/24,15:50,2024-01-01 15:50:00,62.81,43.06,14.69,20.82
01/01/24,16:00,2024-01-01 16:00:00,62.72,43.53,13.48,20.68
01/01/24,16:10,2024-01-01 16:10:00,62.64,43.64,11.46,16.38
01/01/24,16:20,2024-01-01 16:20:00,62.43,43.74,11.43,16
01/01/24,16:30,2024-01-01 16:30:00,62.26,44.1,9.95,14.61
01/01/24,16:40,2024-01-01 16:40:00,61.93,44.71,9.19,13.52
01/01/24,16:50,2024-01-01 16:50:00,61.84,44.52,9.87,13.3
01/01/24,17:00,2024-01-01 17:00:00,61.49,45.32,8.95,12.78
01/01/24,17:10,2024-01-01 17:10:00,61.39,45.35,9.49,12.28
01/01/24,17:20,2024-01-01 17:20:00,61.32,45.29,6.93,10.3
01/01/24,17:30,2024-01-01 17:30:00,58.54,60.14,6.02,8.91
01/01/24,17:40,2024-01-01 17:40:00,56.59,67.74,6.34,9.21
01/01/24,17:50,2024-01-01 17:50:00,56.02,69.61,6.28,8.55
01/01/24,18:00,2024-01-01 18:00:00,55.63,71.23,8.41,10.96
01/01/24,18:10,2024-01-01 18:10:00,55.21,72.79,8.95,10.59
01/01/24,18:20,2024-01-01 18:20:00,55.03,73.28,7.87,10.23
01/01/24,18:30,2024-01-01 18:30:00,54.83,73.53,7.66,10.23
01/01/24,18:40,2024-01-01 18:40:00,54.73,73.76,7.18,9.27
01/01/24,18:50,2024-01-01 18:50:00,55.03,72.92,6.68,9.13
01/01/24,19:00,2024-01-01 19:00:00,54.98,72.95,4.64,6.06
01/01/24,19:10,2024-01-01 19:10:00,54.94,74.27,5.18,7.31
01/01/24,19:20,2024-01-01 19:20:00,54.81,74.91,3.67,5.48
01/01/24,19:30,2024-01-01 19:30:00,55.09,73.8,3.03,4.89
01/01/24,19:40,2024-01-01 19:40:00,55.61,72.1,2.81,3.88
01/01/24,19:50,2024-01-01 19:50:00,55.46,71.94,3.08,4.32
01/01/24,20:00,2024-01-01 20:00:00,54.48,74.85,3.75,4.75
01/01/24,20:10,2024-01-01 20:10:00,54.16,75.55,3.84,4.82
01/01/24,20:20,2024-01-01 20:20:00,56.5,64.62,2.54,5.11
01/01/24,20:30,2024-01-01 20:30:00,57.48,60.09,0.26,1.24
01/01/24,20:40,2024-01-01 20:40:00,56.36,66.51,1.11,2.64
01/01/24,20:50,2024-01-01 20:50:00,55.54,68.17,0.74,2.64
01/01/24,21:00,2024-01-01 21:00:00,56.28,65.09,0.64,1.53
01/01/24,21:10,2024-01-01 21:10:00,56.54,64.12,2.01,2.92
01/01/24,21:20,2024-01-01 21:20:00,55.41,67.41,1.97,3.43
01/01/24,21:30,2024-01-01 21:30:00,55.96,63.71,2.17,3.8
01/01/24,21:40,2024-01-01 21:40:00,55.2,65.21,1.62,2.49
01/01/24,21:50,2024-01-01 21:50:00,55.92,61.7,2.59,3.73
01/01/24,22:00,2024-01-01 22:00:00,56.25,60.02,2.16,3.58
01/01/24,22:10,2024-01-01 22:10:00,56.04,60.05,2.87,4.02
01/01/24,22:20,2024-01-01 22:20:00,55.98,59.51,3.41,4.23
01/01/24,22:30,2024-01-01 22:30:00,56.05,58.63,3.62,5.99
01/01/24,22:40,2024-01-01 22:40:00,56.14,58.09,3.54,5.11
01/01/24,22:50,2024-01-01 22:50:00,55.9,58.68,3.84,5.48
01/01/24,23:00,2024-01-01 23:00:00,55.25,59.39,2.73,4.6
01/01/24,23:10,2024-01-01 23:10:00,54.71,61.22,2.02,2.99
01/01/24,23:20,2024-01-01 23:20:00,53.76,64.88,3.07,4.67
01/01/24,23:30,2024-01-01 23:30:00,54.33,62.44,2.88,5.11
01/01/24,23:40,2024-01-01 23:40:00,55.28,58.95,1.17,2.85
01/01/24,23:50,2024-01-01 23:50:00,55.37,57.91,0.08,0.87
01/02/24,00:00,2024-01-02 00:00:00,55.8,56.96,2.39,4.02
01/02/24,00:10,2024-01-02 00:10:00,55.79,57.04,2.09,3.95
01/02/24,00:20,2024-01-02 00:20:00,55.36,58,0.62,1.61
01/02/24,00:30,2024-01-02 00:30:00,55.01,58.91,1.57,3.21
01/02/24,00:40,2024-01-02 00:40:00,54.73,59.44,2.08,4.82
01/02/24,00:50,2024-01-02 00:50:00,54.68,59.43,1.75,3.14
01/02/24,01:00,2024-01-02 01:00:00,52.72,64.59,1.72,3.65
01/02/24,01:10,2024-01-02 01:10:00,52.83,64.45,2.5,3.73
01/02/24,01:20,2024-01-02 01:20:00,54.04,61,2.25,3.07
01/02/24,01:30,2024-01-02 01:30:00,54.18,60.67,2.42,3.29
01/02/24,01:40,2024-01-02 01:40:00,54.62,59.33,1.01,2.99
01/02/24,01:50,2024-01-02 01:50:00,54.4,59.69,0.62,1.31
01/02/24,02:00,2024-01-02 02:00:00,54.28,60.64,1.08,2.12
01/02/24,02:10,2024-01-02 02:10:00,54.15,60.19,0.32,1.68
01/02/24,02:20,2024-01-02 02:20:00,54.62,59.38,1.47,2.27
01/02/24,02:30,2024-01-02 02:30:00,54.49,59.48,1.65,2.64
01/02/24,02:40,2024-01-02 02:40:00,55.01,58.18,0.9,1.75
01/02/24,02:50,2024-01-02 02:50:00,52.86,63.56,1.74,3.58
01/02/24,03:00,2024-01-02 03:00:00,51.3,68.31,1.21,2.05
01/02/24,03:10,2024-01-02 03:10:00,51.09,67.5,2.16,2.99
01/02/24,03:20,2024-01-02 03:20:00,51.88,65.51,2.58,3.29
01/02/24,03:30,2024-01-02 03:30:00,53.69,61.62,1.36,2.49
01/02/24,03:40,2024-01-02 03:40:00,52.79,63.41,1.67,3.21
01/02/24,03:50,2024-01-02 03:50:00,53.45,61.16,3.02,3.95
01/02/24,04:00,2024-01-02 04:00:00,53.29,61.69,2.1,3.07
01/02/24,04:10,2024-01-02 04:10:00,53.41,61.39,1.54,2.34
01/02/24,04:20,2024-01-02 04:20:00,54.19,59.34,1,2.05
01/02/24,04:30,2024-01-02 04:30:00,52.83,63.35,1.11,2.05
01/02/24,04:40,2024-01-02 04:40:00,52.53,63.47,1.31,3.29
01/02/24,04:50,2024-01-02 04:50:00,51.91,65.29,4.36,5.04
01/02/24,05:00,2024-01-02 05:00:00,53.31,61.3,5.37,6.87
01/02/24,05:10,2024-01-02 05:10:00,52.69,62.94,3.92,5.91
01/02/24,05:20,2024-01-02 05:20:00,52.02,64.47,3.02,4.1
01/02/24,05:30,2024-01-02 05:30:00,51.32,66.54,3.75,5.19
01/02/24,05:40,2024-01-02 05:40:00,51.78,66.08,4.02,4.97
01/02/24,05:50,2024-01-02 05:50:00,52.69,63.54,1.53,3.36
01/02/24,06:00,2024-01-02 06:00:00,48.71,72.79,2.47,4.17
01/02/24,06:10,2024-01-02 06:10:00,47.95,76.13,2.3,3.51
01/02/24,06:20,2024-01-02 06:20:00,49,72.55,2.25,4.32
01/02/24,06:30,2024-01-02 06:30:00,48.58,73.44,2.35,4.02
01/02/24,06:40,2024-01-02 06:40:00,49.82,70.09,1.84,3.43
01/02/24,06:50,2024-01-02 06:50:00,49.64,70.07,2.38,3.36
01/02/24,07:00,2024-01-02 07:00:00,50.59,67.63,3.66,4.23
01/02/24,07:10,2024-01-02 07:10:00,48.93,72.07,3.28,4.17
01/02/24,07:20,2024-01-02 07:20:00,48.04,75.23,2.09,2.85
01/02/24,07:30,2024-01-02 07:30:00,47.97,75.74,3,3.8
01/02/24,07:40,2024-01-02 07:40:00,48.42,74.28,3.43,4.82
01/02/24,07:50,2024-01-02 07:50:00,47.97,75.81,3.71,4.97
01/02/24,08:00,2024-01-02 08:00:00,47.81,77.05,3.48,5.19
01/02/24,08:10,2024-01-02 08:10:00,48.21,76.54,2.74,4.82
01/02/24,08:20,2024-01-02 08:20:00,48.97,75.19,3.45,4.67
01/02/24,08:30,2024-01-02 08:30:00,49.42,74.29,3.95,4.82
01/02/24,08:40,2024-01-02 08:40:00,49.59,74.92,3.32,5.26
01/02/24,08:50,2024-01-02 08:50:00,50.44,74.53,2.68,3.95
01/02/24,09:00,2024-01-02 09:00:00,51.82,70.53,4.75,6.94
01/02/24,09:10,2024-01-02 09:10:00,52.87,70.01,3.44,4.75
01/02/24,09:20,2024-01-02 09:20:00,53.78,69.63,4.29,5.99
01/02/24,09:30,2024-01-02 09:30:00,55.01,67.76,4.56,6.06
01/02/24,09:40,2024-01-02 09:40:00,55.62,67.29,3.93,5.34
01/02/24,09:50,2024-01-02 09:50:00,56.33,66.59,4.17,5.34
01/02/24,10:00,2024-01-02 10:00:00,56.96,67.12,4.18,6.28
01/02/24,10:10,2024-01-02 10:10:00,57.64,67.52,3.59,6.13
01/02/24,10:20,2024-01-02 10:20:00,58.34,66.3,2.09,4.23
01/02/24,10:30,2024-01-02 10:30:00,59.49,64.38,2.09,4.53
01/02/24,10:40,2024-01-02 10:40:00,59.68,63.23,1.83,4.6
01/02/24,10:50,2024-01-02 10:50:00,58.78,63.39,5.23,8.62
01/02/24,11:00,2024-01-02 11:00:00,58.26,63.7,5.7,8.4
01/02/24,11:10,2024-01-02 11:10:00,58.47,65.37,3.54,6.79
01/02/24,11:20,2024-01-02 11:20:00,60.08,63.29,2.66,7.53
01/02/24,11:30,2024-01-02 11:30:00,60.37,61.98,4.04,7.53
01/02/24,11:40,2024-01-02 11:40:00,60.11,63.38,4.5,8.11
01/02/24,11:50,2024-01-02 11:50:00,60.02,64.98,4.97,9.5
01/02/24,12:00,2024-01-02 12:00:00,58.95,67.06,7.12,10.52
01/02/24,12:10,2024-01-02 12:10:00,59.28,69.21,7.07,11.84
01/02/24,12:20,2024-01-02 12:20:00,59.44,69.97,7.24,12.49
01/02/24,12:30,2024-01-02 12:30:00,59.89,68.8,7.28,12.35
01/02/24,12:40,2024-01-02 12:40:00,58.75,69.64,8.33,14.25
01/02/24,12:50,2024-01-02 12:50:00,59.4,68.14,7.41,12.2
01/02/24,13:00,2024-01-02 13:00:00,60.15,66.16,5.64,9.34
01/02/24,13:10,2024-01-02 13:10:00,59.61,65.6,5.47,10.38
01/02/24,13:20,2024-01-02 13:20:00,60.03,64.15,6.18,11.54
01/02/24,13:30,2024-01-02 13:30:00,59.83,65.88,4.25,7.46
01/02/24,13:40,2024-01-02 13:40:00,59.35,68.02,5.82,10.59
01/02/24,13:50,2024-01-02 13:50:00,59.16,67.51,7.17,11.47
01/02/24,14:00,2024-01-02 14:00:00,58.94,68.74,9.65,13.66
01/02/24,14:10,2024-01-02 14:10:00,58.6,69.05,9,13.52
01/02/24,14:20,2024-01-02 14:20:00,59.09,68.56,5.87,11.62
01/02/24,14:30,2024-01-02 14:30:00,59.19,67.97,7.97,13.08
01/02/24,14:40,2024-01-02 14:40:00,58.83,67.46,9.9,13.81
01/02/24,14:50,2024-01-02 14:50:00,59.72,67.2,7.51,13.15
01/02/24,15:00,2024-01-02 15:00:00,59.02,67.09,10.61,16.51
01/02/24,15:10,2024-01-02 15:10:00,58.59,69.62,10.79,14.39
01/02/24,15:20,2024-01-02 15:20:00,58.29,71.17,9.01,12.78
01/02/24,15:30,2024-01-02 15:30:00,58.17,70.5,10.29,13.74
01/02/24,15:40,2024-01-02 15:40:00,57.92,76.07,9.89,15.42
01/02/24,15:50,2024-01-02 15:50:00,57.76,79.04,7.71,12.06
01/02/24,16:00,2024-01-02 16:00:00,57.23,80.9,9.38,12.64
01/02/24,16:10,2024-01-02 16:10:00,57.12,82.1,6.04,8.99
01/02/24,16:20,2024-01-02 16:20:00,56.78,83.4,7.87,11.4
01/02/24,16:30,2024-01-02 16:30:00,56.05,85.6,9,11.98
01/02/24,16:40,2024-01-02 16:40:00,55.36,87.5,8.04,11.1
01/02/24,16:50,2024-01-02 16:50:00,54.95,88.8,9.05,11.98
01/02/24,17:00,2024-01-02 17:00:00,54.76,89.2,9.21,11.98
01/02/24,17:10,2024-01-02 17:10:00,54.66,89.7,5.89,10.67
01/02/24,17:20,2024-01-02 17:20:00,54.57,90.1,4.55,6.57
01/02/24,17:30,2024-01-02 17:30:00,54.47,90.5,5.44,7.24
01/02/24,17:40,2024-01-02 17:40:00,54.23,91.3,6.1,8.48
01/02/24,17:50,2024-01-02 17:50:00,54.19,90.1,7.4,10.3
01/02/24,18:00,2024-01-02 18:00:00,54.1,89.6,7.36,11.84
01/02/24,18:10,2024-01-02 18:10:00,54.07,89.3,10.27,12.2
01/02/24,18:20,2024-01-02 18:20:00,53.79,90.2,9.03,11.02
01/02/24,18:30,2024-01-02 18:30:00,53.57,91.7,7.51,9.27
01/02/24,18:40,2024-01-02 18:40:00,53.47,92.1,6.17,8.69
01/02/24,18:50,2024-01-02 18:50:00,53.41,92.6,4.52,6.43
01/02/24,19:00,2024-01-02 19:00:00,53.35,93.3,4.06,7.01
01/02/24,19:10,2024-01-02 19:10:00,53.21,94.1,4.15,6.43
01/02/24,19:20,2024-01-02 19:20:00,53.2,94.4,5.47,7.67
01/02/24,19:30,2024-01-02 19:30:00,53.24,94.2,7.58,9.13
01/02/24,19:40,2024-01-02 19:40:00,53.36,93.7,7.89,9.42
01/02/24,19:50,2024-01-02 19:50:00,53.18,93.5,5.64,7.96
01/02/24,20:00,2024-01-02 20:00:00,52.97,94.2,5.11,6.57
01/02/24,20:10,2024-01-02 20:10:00,52.72,94.8,4.56,6.06
01/02/24,20:20,2024-01-02 20:20:00,52.68,95.3,4.23,5.48
01/02/24,20:30,2024-01-02 20:30:00,52.87,95.6,5.91,10.08
01/02/24,20:40,2024-01-02 20:40:00,53.64,94.2,6.77,9.79
01/02/24,20:50,2024-01-02 20:50:00,53.8,93.4,7.44,10.89
01/02/24,21:00,2024-01-02 21:00:00,53.79,93.9,5.74,9.57
01/02/24,21:10,2024-01-02 21:10:00,53.52,94.2,3.38,5.63
01/02/24,21:20,2024-01-02 21:20:00,53.57,95.1,5.71,12.86
01/02/24,21:30,2024-01-02 21:30:00,53.69,95.1,6.73,12.2
01/02/24,21:40,2024-01-02 21:40:00,53.57,95,3.75,8.69
01/02/24,21:50,2024-01-02 21:50:00,53.21,95.1,1.12,1.9
01/02/24,22:00,2024-01-02 22:00:00,52.97,95.7,0.29,1.68
01/02/24,22:10,2024-01-02 22:10:00,52.99,96.1,1.04,1.75
01/02/24,22:20,2024-01-02 22:20:00,52.88,96.3,0.83,1.53
01/02/24,22:30,2024-01-02 22:30:00,52.74,96.6,1.36,2.64
01/02/24,22:40,2024-01-02 22:40:00,52.55,96.9,1.29,2.64
01/02/24,22:50,2024-01-02 22:50:00,52.61,97.2,3.03,5.19
01/02/24,23:00,2024-01-02 23:00:00,52.8,97,5.16,11.54
01/02/24,23:10,2024-01-02 23:10:00,53.09,95.8,7.76,12.2
01/02/24,23:20,2024-01-02 23:20:00,53.09,95,5.9,11.1
01/02/24,23:30,2024-01-02 23:30:00,53.1,94.4,8.64,13.66
01/02/24,23:40,2024-01-02 23:40:00,53.09,93.9,7.49,13.66
01/02/24,23:50,2024-01-02 23:50:00,52.85,94.2,6.28,10.01
01/03/24,00:00,2024-01-03 00:00:00,52.76,94.4,6.73,9.94
01/03/24,00:10,2024-01-03 00:10:00,52.67,94.5,3.11,5.85
01/03/24,00:20,2024-01-03 00:20:00,52.53,94.9,3.28,4.67
01/03/24,00:30,2024-01-03 00:30:00,52.53,95.1,3.08,4.6
01/03/24,00:40,2024-01-03 00:40:00,52.22,95.7,3.5,4.97
01/03/24,00:50,2024-01-03 00:50:00,51.99,96.4,3.85,5.19
01/03/24,01:00,2024-01-03 01:00:00,51.86,96.8,3.9,4.97
01/03/24,01:10,2024-01-03 01:10:00,51.74,97,4.21,5.78
01/03/24,01:20,2024-01-03 01:20:00,51.82,96.9,4.37,5.85
01/03/24,01:30,2024-01-03 01:30:00,51.91,96.4,3.45,5.56
01/03/24,01:40,2024-01-03 01:40:00,51.93,95.9,3.56,4.32
01/03/24,01:50,2024-01-03 01:50:00,51.75,96,3.27,4.32
01/03/24,02:00,2024-01-03 02:00:00,51.58,96.6,3.92,5.41
01/03/24,02:10,2024-01-03 02:10:00,51.6,97.2,5.7,7.81
01/03/24,02:20,2024-01-03 02:20:00,51.68,97.6,6.17,7.67
01/03/24,02:30,2024-01-03 02:30:00,51.54,98.4,6.25,8.48
01/03/24,02:40,2024-01-03 02:40:00,51.34,98.9,5.25,7.38
01/03/24,02:50,2024-01-03 02:50:00,51.18,99,7.12,11.4
01/03/24,03:00,2024-01-03 03:00:00,49.78,98.8,7.64,11.1
01/03/24,03:10,2024-01-03 03:10:00,50.1,98.2,6.8,8.26
01/03/24,03:20,2024-01-03 03:20:00,50.29,98.7,6.2,8.77
01/03/24,03:30,2024-01-03 03:30:00,50.37,99,4.83,8.4
01/03/24,03:40,2024-01-03 03:40:00,50.29,99.3,3.2,7.38
